名稱	戰法	特性1	特性2	特性3	奉行特性	家宰特性	所屬	登場年	統率	武勇	智略	政務	合計	物慾	主義	出身	信仰	騎兵LV	鐵炮LV	AI LV	野心
松前公廣	潛力	用兵			廻船之薦	交易主義	蝦夷	1612	41	34	55	70	200	淡泊	中庸	武士	佛教			C	4
蠣崎公廣																					
川村重吉	內訌	防災	能吏		溫泉奉行	重視內治	長門	1589	18	34	41	86	179	普通	革新	武士	佛教			A	3
吉良義堯	治療	雄辯			名門之悟	武斷主義	三河	1516	34	34	48	37	153	淡泊	中庸	名門	佛教			C	5
定惠院	攪亂	鐵壁			武田傳	地區檢地	甲斐	1533	66	34	60	54	214	普通	中庸	武士	佛教			B	3
上條定憲	治療	修繕			名門之悟	加征米稅	越后	1521	32	34	57	35	158	淡泊	保守	名門	佛教			C	13
瑞溪院	攪亂	破策			今川傳	人海戰術	駿河	1537	62	34	59	67	222	普通	中庸	武士	佛教			A	2
谷忠澄	治療	反攻	炮術		僧侶之悟	重農主義	土佐	1548	43	34	72	78	227	淡泊	中庸	僧侶	佛教			B	6
遠山景前	潛力	破策			守城奉行	重商主義	美濃	1502	31	34	51	67	183	淡泊	中庸	武士	佛教			C	7
浪岡顯村	攪亂	人脈			浪岡傳	積草屯糧	陸奧	1569	32	34	48	57	171	普通	保守	名門	佛教			C	6
南部政直	內訌	防災			南部傳	購買糧食	陸奧	1613	46	34	61	39	180	淡泊	中庸	武士	佛教			C	3
二本松義孝	治療	防災			武士之悟	積草屯糧	巖代	1590	36	34	57	44	171	貪婪	保守	武士	佛教			C	8
垪和康忠	治療	雄辯	能吏		掘金奉行	能人之治	伊豆	1556	38	34	58	76	206	普通	中庸	武士	佛教			B	5
福原廣俊	治療	地利	巧言		治水奉行	重視內治	安藝	1581	57	34	78	75	244	普通	保守	武士	佛教			B	7
細川晴貞	內訌	鐵壁			名門之悟	年功加俸	和泉	1516	53	34	40	40	167	貪婪	保守	名門	佛教			C	8
細川藤賢	攪亂	工事			名門之悟	武斷主義	攝津	1531	42	34	66	66	208	普通	保守	名門	佛教			B	8
堀田正吉	潛力	暗中活動			守城奉行	地區檢地	尾張	1585	39	34	51	53	177	淡泊	中庸	武士	佛教			C	9
本莊房長	混亂	工事			武士之悟	調遣民夫	越后	1508	42	34	44	29	149	淡泊	保守	武士	佛教			C	8
松姬	治療	盡心盡力			武田傳	固守城池	甲斐	1575	63	34	61	75	233	普通	中庸	武士	佛教			A	1
溝口長勝	混亂	用兵			武士之悟	騎兵訓練	信濃	1529	34	34	42	46	156	淡泊	保守	武士	佛教			C	2
三刀屋久扶	攪亂	盡心盡力			溫泉奉行	重商主義	出雲	1527	59	34	55	50	198	貪婪	中庸	武士	佛教			C	12
最上義時	突襲	破策			最上傳	補給鐵炮	羽前	1564	35	34	27	39	135	貪婪	革新	武士	佛教			C	8
安富盛方	止步	防災			武士之悟	役民基建	贊岐	1525	36	34	57	50	177	淡泊	保守	武士	佛教			C	7
結城忠正	混亂	暗中活動			樂市奉行	重商主義	山城	1528	34	34	36	51	155	淡泊	革新	武士	佛教			C	6
湯川直春	罵聲	用兵			溫泉奉行	武斷主義	紀伊	1550	35	34	29	48	146	淡泊	保守	武士	佛教			C	9
橫山友隆	罵聲	自衛			武士之悟	臥薪嚐膽	土佐	1529	58	34	46	45	183	淡泊	保守	武士	佛教			C	7
河內眾頭領	罵聲							0	51	34	44	51	180	淡泊	無					C	0
高千穗眾頭領	潛力							0	54	34	32	33	153	淡泊	無					C	0
得田眾頭領	威壓							0	45	34	35	34	148	淡泊	無					C	0
赤尾津光政	潛力	鐵壁			庶民之悟	役民基建	羽后	1540	63	35	63	57	218	貪婪	保守	武士	佛教			B	12
伊澤綱俊	治療	修繕			軍糧奉行	重農主義	阿波	1577	44	35	51	31	161	普通	革新	武士	佛教			C	6
石川康長	混亂	防災			守城奉行	重視內治	三河	1569	26	35	45	45	151	普通	中庸	武士	佛教			C	5
伊東義賢	內訌	暗中活動			南蠻奉行	重商主義	日向	1582	41	35	48	52	176	普通	中庸	武士	基督教			C	9
伊奈忠次	警戒	工事	防災		官吏之悟	重農主義	三河	1565	32	35	31	86	184	淡泊	中庸	武士	一向宗			A	4
上田重安	飛馳	暗中活動			武士之悟	重商主義	尾張	1578	27	35	28	59	149	淡泊	保守	武士	佛教			C	8
梅津政景	潛力	能吏	馬術		制銀奉行	重視內治	長陸	1595	44	35	49	89	217	淡泊	中庸	武士	佛教			B	5
大井貞清	止步	鐵壁			工事奉行	固守城池	信濃	1520	43	35	43	38	159	普通	中庸	武士	佛教	○		C	7
嘉成重盛	混亂	雄辯			制銀奉行	交易主義	羽后	1550	44	35	60	36	175	淡泊	中庸	武士	佛教			B	5
菊姬	罵聲	雄辯			武田傳	地區檢地	甲斐	1572	69	35	60	71	235	普通	中庸	武士	佛教			B	2
木下勝俊	治療	用兵			羽柴傳	宴席交流	尾張	1583	32	35	49	59	175	淡泊	革新	庶民	佛教			C	10
桑山元晴	止步	風雅			武士之悟	獎勵樂市	尾張	1577	53	35	53	54	195	淡泊	保守	武士	佛教			C	7
斯波經詮	潛力	盡心盡力			掘金奉行	擴張農產	陸中	1509	49	35	71	65	220	貪婪	保守	名門	佛教			C	10
島津忠辰	混亂	防災			守城奉行	練武練兵	薩摩	1579	29	35	54	51	169	淡泊	中庸	武士	佛教			C	9
田坂全慶	突襲	暗中活動			軍糧奉行	重視內治	安藝	1516	32	35	28	67	162	淡泊	保守	武士	佛教			C	3
筒井定慶	警戒	用兵			僧侶之悟	調遣民夫	大和	1580	40	35	33	49	157	貪婪	中庸	僧侶	佛教			C	7
遠山友勝	罵聲	用兵			武士之悟	歸農主義	美濃	1525	34	35	41	60	170	淡泊	保守	武士	佛教			C	6
土岐賴次	治療	暗中活動			名門之悟	年功加俸	美濃	1559	32	35	50	56	173	貪婪	保守	名門	佛教			C	9
德永昌重	內訌	修繕			樂市奉行	增強兵役	越前	1595	31	35	41	41	148	普通	革新	武士	佛教			C	7
內藤國貞	罵聲	盡心盡力			治水奉行	年功加俸	丹波	1508	51	35	45	38	169	普通	中庸	武士	佛教			C	11
中村惟冬	止步	破策			武士之悟	役民基建	肥后	1544	31	35	40	44	150	普通	保守	武士	佛教			C	6
中山信正	止步	修繕			樂市奉行	購買糧食	備前	1524	39	35	44	42	160	普通	革新	武士	佛教			C	5
那古野勝泰	止步	自衛			樂市奉行	重商主義	尾張	1537	49	35	45	37	166	淡泊	中庸	武士	佛教			C	13
那須資房	威壓	自衛			武士之悟	武斷主義	下野	1490	40	35	33	37	145	淡泊	保守	武士	佛教			C	3
二宮經方	混亂	鐵壁			武士之悟	年功加俸	石見	1537	38	35	38	38	149	淡泊	保守	武士	佛教			C	4
入田親誠	止步	巧言			治水奉行	年功加俸	豐后	1524	31	35	59	69	194	淡泊	保守	武士	佛教			C	5
禰寢重張	止步	控場			守城奉行	補給鐵炮	大隅	1580	36	35	47	66	184	貪婪	中庸	武士	佛教			C	9
平岡賴勝	治療	工事			守城奉行	地區檢地	美濃	1574	36	35	72	57	200	貪婪	中庸	武士	佛教			C	12
藤田康邦	治療	防災			工事奉行	調遣民夫	武藏	1529	50	35	62	49	196	貪婪	保守	武士	佛教			B	9
堀江賴忠	潛力	破策			港口奉行	常備兵訓練	安房	1582	32	35	49	52	168	淡泊	保守	武士	佛教			C	4
德川秀忠	治療	牢固	工事		德川傳	重農主義	遠江	1593	38	35	70	85	228	淡泊	中庸	武士	佛教			A	12
松平秀忠																					
桃井義孝	激勵	反攻			武士之悟	積草屯糧	信濃	1530	49	35	26	55	165	淡泊	保守	武士	佛教			C	8
山內忠義	潛力	暗中活動			山內傳	重用人才	越前	1606	60	35	61	64	220	淡泊	革新	武士	佛教			B	4
吉見廣長	止步	鐵壁			樂市奉行	重農主義	石見	1596	52	35	51	48	186	淡泊	中庸	武士	佛教			C	10
二本松眾頭領	飛馳							0	25	35	30	43	133	淡泊	無					C	0
出浦眾頭領	止步							0	46	35	37	49	167	淡泊	無					C	0
禰津眾頭領																					
室賀眾頭領	罵聲							0	38	35	33	50	156	淡泊	無					C	0
小國眾頭領	激勵							0	48	35	36	32	151	淡泊	無					C	0
作手眾頭領	內訌							0	54	35	43	43	175	淡泊	無					C	0
巖倉眾頭領	罵聲							0	32	35	35	46	148	淡泊	無					C	0
養老眾頭領	潛力							0	38	35	45	42	160	淡泊	無					C	0
香西眾頭領	混亂							0	41	35	31	41	148	淡泊	無					C	0
赤松義祐	混亂	用兵			名門之悟	購買糧食	播磨	1552	42	36	50	54	182	貪婪	中庸	名門	佛教			C	8
安國寺惠瓊	治療	雄辯	能吏	暗中活動	僧侶之悟	重農主義	安藝	1553	21	36	64	83	204	貪婪	革新	僧侶	佛教			A	12
安養寺氏種	治療	防災	巧言		守城奉行	常備兵訓練	近江	1551	43	36	72	71	222	普通	中庸	武士	佛教			A	4
巖城親隆	潛力	雄辯			伊達傳	臥薪嚐膽	羽前	1554	56	36	70	55	217	普通	保守	武士	佛教			B	8
植木秀資	混亂	暗中活動			掘金奉行	增強兵役	備中	1554	31	36	31	55	153	淡泊	中庸	武士	佛教			C	12
大村由己	治療	人脈			僧侶之悟	獎勵樂市	播磨	1550	42	36	75	69	222	普通	保守	僧侶	佛教			A	4
長船定行	治療	防災			樂市奉行	擴張農產	備前	1574	37	36	61	44	178	淡泊	革新	武士	佛教		○	C	7
小野崎從通	潛力	鐵壁			樂市奉行	擴張農產	長陸	1576	34	36	52	40	162	貪婪	革新	武士	佛教			C	11
金田弘久	攪亂	破策			守城奉行	增強軍役	美作	1539	38	36	42	48	164	普通	中庸	武士	佛教			C	3
吉乃	攪亂	自衛			軍糧奉行	重視內治	尾張	1542	68	36	64	65	233	普通	革新	武士	佛教			A	2
豐臣秀賴	飛馳	盛名	鐵壁		羽柴傳	地區檢地	攝津	1598	53	36	49	54	192	貪婪	革新	庶民	佛教			C	7
木下秀賴																					
京極高廣	內訌	工事	風雅		寺社奉行	武斷主義	近江	1503	40	36	46	26	148	普通	保守	名門	佛教			C	8
齋藤龍興	飛馳	血氣			齋藤傳	重商主義	美濃	1560	24	36	32	36	128	貪婪	保守	武士	佛教			C	9
斯波詮真	潛力	雄辯			名門之悟	擴張農產	陸中	1538	40	36	59	53	188	淡泊	保守	名門	佛教			C	7
進藤賢盛	攪亂	暗中活動			武士之悟	獎勵樂市	近江	1539	38	36	30	39	143	淡泊	保守	武士	佛教			C	6
關口氏廣	罵聲	控場			今川傳	固守城池	駿河	1536	33	36	65	60	194	貪婪	保守	名門	佛教			C	3
大寶寺晴時	止步	防災			治水奉行	重視內治	羽前	1526	52	36	62	66	216	淡泊	保守	武士	佛教			B	11
高原次利	突襲	暗中活動			軍糧奉行	歸農主義	贊岐	1546	46	36	32	51	165	普通	中庸	武士	佛教			C	7
伊達忠宗	止步	鐵壁			伊達傳	擴張農產	攝津	1611	66	36	49	73	224	普通	革新	武士	佛教			B	6
田原重綱	止步	暗中活動			治水奉行	年功加俸	伊勢	1559	45	36	48	61	190	淡泊	保守	武士	佛教			C	7
遠山友政	治療	防災			守城奉行	重農主義	美濃	1570	42	36	60	54	192	淡泊	中庸	武士	佛教			C	11
長束正家	攪亂	巧言			官吏之悟	積草屯糧	近江	1570	26	36	38	87	187	貪婪	中庸	官吏	佛教			A	8
畠山高政	治療	修繕			武士之悟	加征米稅	河內	1541	37	36	58	30	161	貪婪	保守	武士	佛教			C	6
冬姬	止步	鐵壁			織田傳	成果加俸	尾張	1575	69	36	67	50	222	普通	革新	武士	佛教			A	5
細川真之	警戒	用兵			名門之悟	成果加俸	阿波	1552	37	36	31	38	142	貪婪	保守	名門	佛教			C	11
細川通政	內訌	用兵			名門之悟	役商基建	山城	1518	41	36	48	51	176	貪婪	保守	名門	佛教			C	8
保土原行藤	治療	防災			武士之悟	武斷主義	巖代	1552	52	36	60	47	195	貪婪	保守	武士	佛教			C	11
本堂茂親	潛力	破策			守城奉行	精銳騎兵	羽后	1599	42	36	55	56	189	淡泊	中庸	武士	佛教			C	5
松根光廣	攪亂	鐵壁			工事奉行	地區檢地	羽前	1603	48	36	48	43	175	普通	中庸	武士	佛教			C	6
水野重央	治療	暗中活動			樂市奉行	重視內治	尾張	1584	58	36	59	60	213	普通	革新	武士	佛教			B	8
最上義守	突襲	用兵			最上傳	補給鐵炮	羽前	1522	36	36	39	52	163	貪婪	保守	武士	佛教			C	10
島津龜壽	治療	自衛			島津傳	補給鐵炮	薩摩	1586	66	36	58	60	220	淡泊	中庸	武士	佛教			B	5
淺利勝賴	攪亂	防災			掘金奉行	購買糧食	羽后	1544	39	37	64	46	186	普通	中庸	武士	佛教			C	8
足利義昭	治療	武門棟樑	人脈	雄辯	名門之悟	加征米稅	山城	1566	28	37	78	68	211	貪婪	保守	名門	佛教		○	A	13
麻生野慶盛	潛力	巧言			軍糧奉行	增強兵役	飛騨	1549	53	37	64	39	193	普通	保守	武士	佛教			C	8
跡部勝資	攪亂	控場	能吏		治水奉行	地區檢地	甲斐	1562	23	37	63	77	200	貪婪	保守	武士	佛教			B	9
飯坂貓	潛力	雄辯			樂市奉行	歸農主義	巖代	1583	55	37	77	75	244	普通	革新	武士	佛教		○	A	5
石川通清	罵聲	破策			樂市奉行	役商基建	伊予	1550	32	37	46	49	164	普通	革新	武士	佛教			C	10
巖井信能	罵聲	暗中活動			治水奉行	積草屯糧	信濃	1568	31	37	46	66	180	淡泊	保守	武士	佛教			C	6
大浦守信	止步	盡心盡力			樂市奉行	補給騎兵	陸奧	1541	67	37	59	59	222	普通	中庸	武士	佛教			B	3
大貫武重	攪亂	能吏			掘金奉行	役民基建	下野	1560	43	37	59	64	203	普通	中庸	武士	佛教			B	6
葛西親信	攪亂	暗中活動			武士之悟	重視內治	陸前	1527	28	37	31	43	139	普通	保守	武士	佛教			C	6
葛山氏元	治療	破策			治水奉行	歸農主義	駿河	1538	23	37	51	61	172	貪婪	保守	武士	佛教			C	9
朽木宣綱	混亂	用兵			工事奉行	役商基建	近江	1596	48	37	39	50	174	普通	中庸	武士	佛教			C	7
香宗我部秀通	突襲	用兵			武士之悟	重農主義	土佐	1524	19	37	29	58	143	淡泊	保守	武士	佛教			C	10
酒井忠勝	潛力	能吏			守城奉行	調遣民夫	三河	1601	38	37	64	75	214	普通	中庸	武士	佛教			B	6
島津忠親	罵聲	暗中活動			軍糧奉行	補給鐵炮	薩摩	1526	54	37	43	64	198	淡泊	中庸	武士	佛教			C	8
津田重久	治療	工事			武士之悟	補給鐵炮	山城	1563	39	37	57	39	172	貪婪	保守	武士	佛教			C	9
德川光圀	潛力	雄辯	風雅		德川傳	宴席交流	長陸	1636	61	37	68	77	243	普通	中庸	武士	佛教			A	8
富田氏實	治療	破策			掘金奉行	重農主義	巖代	1555	37	37	48	67	189	貪婪	中庸	武士	佛教			C	11
長尾景廣	罵聲	盡心盡力			工事奉行	增強兵役	越后	1582	53	37	46	51	187	貪婪	中庸	武士	佛教			C	7
南部季賢	罵聲	人脈			南部傳	購買糧食	羽后	1554	25	37	64	72	198	普通	革新	武士	佛教			C	6
北條幻庵	治療	地利	工事	風雅	北條傳	勞民動眾	伊豆	1507	35	37	72	86	230	普通	中庸	僧侶	佛教			B	4
北條氏房	突襲	暗中活動			北條傳	重農主義	相模	1581	35	37	42	50	164	貪婪	中庸	武士	佛教			C	5
本間高信	罵聲	盡心盡力			掘金奉行	積草屯糧	佐渡	1509	49	37	44	59	189	普通	保守	武士	佛教			C	8
前田玄以	潛力	能吏			僧侶之悟	歸農主義	美濃	1562	31	37	63	88	219	貪婪	中庸	僧侶	佛教			A	9
松前景廣	內訌	工事			廻船之薦	役商基建	蝦夷	1614	50	37	62	58	207	普通	保守	武士	佛教			B	4
三淵晴員	潛力	能吏			寺社奉行	年功加俸	山城	1514	56	37	71	71	235	普通	保守	名門	佛教			B	7
室賀正武	治療	計謀			工事奉行	深謀遠慮	信濃	1566	52	37	72	36	197	普通	保守	武士	佛教			C	9
吉見廣賴	攪亂	用兵			守城奉行	重視內治	石見	1548	30	37	51	67	185	普通	中庸	武士	佛教			C	4
長南眾頭領	飛馳							0	28	37	42	53	160	淡泊	無					C	0
葛山眾頭領	混亂							0	47	37	37	31	152	淡泊	無					C	0
本鄉眾頭領	突襲							0	42	37	32	40	151	淡泊	無					C	0
茨田眾頭領	潛力							0	32	37	50	56	175	淡泊	無					C	0
新見眾頭領	治療							0	35	37	25	42	139	淡泊	無					C	0
神西眾頭領	混亂							0	26	37	44	56	163	淡泊	無					C	0
赤幡眾頭領	攪亂							0	25	37	46	44	152	淡泊	無					C	0
青山忠成	潛力	暗中活動			官吏之悟	重農主義	三河	1566	41	38	61	67	207	淡泊	中庸	武士	佛教			B	7
赤穴久清	治療	雄辯			工事奉行	重商主義	出雲	1486	41	38	45	40	164	淡泊	革新	武士	佛教			C	9
秋月種信	混亂	人脈			武士之悟	歸農主義	筑前	1567	46	38	56	48	188	淡泊	保守	武士	佛教			C	10
明智光安	潛力	反攻			工事奉行	重商主義	美濃	1515	55	38	66	53	212	淡泊	保守	武士	佛教			B	6
尼子義久	飛馳	攻勢			尼子傳	重商主義	出雲	1555	29	38	37	38	142	貪婪	革新	武士	佛教			C	6
石川康勝	治療	控場	風雅		守城奉行	練武練兵	三河	1571	47	38	60	56	201	普通	中庸	武士	佛教			B	7
內田實久	罵聲	防災			工事奉行	歸農主義	筑前	1551	74	38	46	75	233	貪婪	保守	武士	佛教			B	4
宇都宮尚綱	潛力	破策			治水奉行	增強兵役	下野	1527	45	38	51	64	198	貪婪	保守	武士	佛教			C	6
宇野政賴	混亂	修繕			軍糧奉行	歸農主義	播磨	1530	48	38	56	46	188	普通	革新	武士	佛教	○		C	9
大友義統	警戒	用兵			大友傳	重農主義	豐后	1572	42	38	34	43	157	貪婪	革新	武士	佛教			C	8
大西覺養	潛力	雄辯			樂市奉行	成果加俸	阿波	1553	30	38	39	29	136	普通	中庸	武士	佛教			C	8
岡見賴忠	警戒	破策			武士之悟	增強兵役	長陸	1560	41	38	40	49	168	普通	保守	武士	佛教			C	2
織田信勝	止步	防災			織田傳	重商主義	尾張	1550	37	38	64	55	194	貪婪	保守	武士	佛教			C	10
春日元忠	潛力	能吏			治水奉行	積草屯糧	甲斐	1573	33	38	59	77	207	淡泊	保守	武士	佛教			B	5
龜井政矩	治療	盡心盡力			樂市奉行	積草屯糧	出雲	1602	60	38	58	57	213	普通	革新	武士	佛教			B	7
木下重堅	突襲	鐵壁			樂市奉行	重商主義	攝津	1562	40	38	25	34	137	淡泊	革新	武士	佛教			C	9
齋藤定信	混亂	修繕			武士之悟	常備兵訓練	越后	1504	44	38	52	48	182	淡泊	保守	武士	佛教			C	7
鹽屋秋貞	罵聲	工事			商人之悟	售出貢米	飛騨	1535	45	38	50	72	205	普通	保守	商人	佛教			B	6
武田元明	潛力	用兵			武士之悟	加征米稅	若狹	1566	52	38	43	58	191	貪婪	保守	武士	佛教			A	6
武田信實	內訌	用兵			名門之悟	重商主義	若狹	1531	15	38	30	43	126	淡泊	中庸	名門	佛教			C	4
立石正賀	潛力	工事			治水奉行	重農主義	土佐	1579	25	38	70	68	201	普通	革新	武士	佛教			B	5
津輕建廣	攪亂	控場			工事奉行	臥薪嚐膽	三河	1582	67	38	44	47	196	貪婪	中庸	武士	佛教			C	10
戶澤盛重	潛力	防災			治水奉行	精銳騎兵	羽后	1565	26	38	69	41	174	貪婪	保守	武士	佛教			C	8
二階堂輝行	攪亂	鐵壁			武士之悟	武斷主義	巖代	1522	53	38	45	46	182	普通	保守	武士	佛教			C	5
西尾忠永	攪亂	鐵壁			工事奉行	重農主義	三河	1598	57	38	54	63	212	普通	革新	武士	佛教			B	5
畠山政國	混亂	工事			名門之悟	加征米稅	河內	1521	49	38	55	54	196	淡泊	保守	名門	佛教			C	10
平林正恒	治療	破策			工事奉行	積草屯糧	信濃	1564	37	38	47	68	190	普通	中庸	武士	佛教			C	8
深水長智	治療	人脈	工事		守城奉行	重商主義	肥后	1545	59	38	80	85	262	普通	中庸	武士	佛教			A	5
古田重治	治療	用兵			工事奉行	重商主義	美濃	1592	55	38	52	56	201	普通	革新	武士	佛教			B	6
